"filename", "language", "Python", "Batch", "pip requirements", "Markdown", "PowerShell", "JSON", "Properties", "JavaScript", "CSS", "reStructuredText", "XML", "C", "comment", "blank", "total"
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\filelist.py", "Python", 284, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 61, 372
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\log.py", "Python", 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 20, 81
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\msvc9compiler.py", "Python", 619, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 107, 833
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\msvccompiler.py", "Python", 539, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 95, 696
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\py38compat.py", "Python", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\py39compat.py", "Python", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 23
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\spawn.py", "Python", 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 23, 110
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\sysconfig.py", "Python", 412, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 98, 559
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\text_file.py", "Python", 204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 41, 288
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\unixccompiler.py", "Python", 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 56, 402
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\util.py", "Python", 366, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 93, 514
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\version.py", "Python", 205, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 56, 359
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\versionpredicate.py", "Python", 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 36, 176
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_entry_points.py", "Python", 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21, 87
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_imp.py", "Python", 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 83
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_importlib.py", "Python", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 48
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_itertools.py", "Python", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 24
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_path.py", "Python", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 30
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_reqs.py", "Python", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 20
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\importlib_metadata\__init__.py", "Python", 835, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 207, 1048
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\importlib_metadata\_adapters.py", "Python", 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12, 69
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\importlib_metadata\_collections.py", "Python", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 31
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\importlib_metadata\_compat.py", "Python", 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 20, 72
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\importlib_metadata\_functools.py", "Python", 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 25, 105
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\importlib_metadata\_itertools.py", "Python", 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18, 74
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\importlib_metadata\_meta.py", "Python", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 49
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\importlib_metadata\_text.py", "Python", 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 32, 100
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\importlib_resources\__init__.py", "Python", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 37
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\importlib_resources\_adapters.py", "Python", 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 171
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\importlib_resources\_common.py", "Python", 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 22, 105
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\importlib_resources\_compat.py", "Python", 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 24, 99
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\importlib_resources\_itertools.py", "Python", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 36
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\importlib_resources\_legacy.py", "Python", 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 28, 122
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\importlib_resources\abc.py", "Python", 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 30, 138
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\importlib_resources\readers.py", "Python", 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 31, 123
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\importlib_resources\simple.py", "Python", 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 28, 117
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\jaraco\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\jaraco\context.py", "Python", 163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 45, 214
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\jaraco\functools.py", "Python", 401, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 123, 526
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\jaraco\text\__init__.py", "Python", 441, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 154, 600
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\more_itertools\__init__.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\more_itertools\more.py", "Python", 2870, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 117, 838, 3825
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\more_itertools\recipes.py", "Python", 451, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 166, 621
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\ordered_set.py", "Python", 405, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 69, 489
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\packaging\__about__.py", "Python", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 27
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\packaging\__init__.py", "Python", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 26
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\packaging\_manylinux.py", "Python", 212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 39, 302
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\packaging\_musllinux.py", "Python", 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 26, 137
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\packaging\_structures.py", "Python", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 23, 62
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\packaging\markers.py", "Python", 224, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 74, 305
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\packaging\requirements.py", "Python", 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 33, 147
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\packaging\specifiers.py", "Python", 490, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 156, 157, 803
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\packaging\tags.py", "Python", 373, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 89, 488
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\packaging\utils.py", "Python", 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 30, 137
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\packaging\version.py", "Python", 334, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 113, 505
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\pyparsing\__init__.py", "Python", 277, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 29, 332
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\pyparsing\actions.py", "Python", 148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 54, 208
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\pyparsing\common.py", "Python", 304, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 82, 425
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\pyparsing\core.py", "Python", 4609, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 252, 954, 5815
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\pyparsing\diagram\__init__.py", "Python", 503, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 82, 643
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\pyparsing\exceptions.py", "Python", 207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 57, 268
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\pyparsing\helpers.py", "Python", 872, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 179, 1089
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\pyparsing\results.py", "Python", 609, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 128, 761
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\pyparsing\testing.py", "Python", 279, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 43, 332
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\pyparsing\unicode.py", "Python", 300, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 48, 353
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\pyparsing\util.py", "Python", 184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 50, 236
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\tomli\__init__.py", "Python", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 12
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\tomli\_parser.py", "Python", 534, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 112, 692
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\tomli\_re.py", "Python", 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 15, 108
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\tomli\_types.py", "Python", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 11
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\typing_extensions.py", "Python", 1729, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 144, 424, 2297
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_vendor\zipp.py", "Python", 255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 74, 330
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\archive_util.py", "Python", 162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 44, 214
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\build_meta.py", "Python", 397, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 90, 512
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\command\__init__.py", "Python", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 13
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\command\alias.py", "Python", 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 79
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\command\bdist_egg.py", "Python", 363, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 78, 458
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\command\bdist_rpm.py", "Python", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 41
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\command\build.py", "Python", 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 28, 147
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\command\build_clib.py", "Python", 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 12, 102
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\command\build_ext.py", "Python", 293, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 53, 384
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\command\build_py.py", "Python", 294, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 59, 369
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\command\develop.py", "Python", 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 34, 194
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\command\dist_info.py", "Python", 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 28, 143
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\command\easy_install.py", "Python", 1818, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 148, 347, 2313
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\command\editable_wheel.py", "Python", 669, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 161, 845
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\command\egg_info.py", "Python", 579, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 127, 764
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\command\install.py", "Python", 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 27, 140
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\command\install_egg_info.py", "Python", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 64
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\command\install_lib.py", "Python", 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 24, 123
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\command\install_scripts.py", "Python", 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11, 71
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\command\launcher manifest.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 1, 1, 16
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\command\py36compat.py", "Python", 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 19, 135
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\command\register.py", "Python", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 19
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\command\rotate.py", "Python", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 65
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\command\saveopts.py", "Python", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 23
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\command\sdist.py", "Python", 165, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 37, 211
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\command\setopt.py", "Python", 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 150
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\command\test.py", "Python", 209, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 41, 252
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\command\upload.py", "Python", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 18
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\command\upload_docs.py", "Python", 178, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 27, 214
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\config\__init__.py", "Python", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 36
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\config\_apply_pyprojecttoml.py", "Python", 280, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 91, 378
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\config\_validate_pyproject\__init__.py", "Python", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 35
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\config\_validate_pyproject\error_reporting.py", "Python", 258, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 55, 319
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\config\_validate_pyproject\extra_validations.py", "Python", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 37
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\config\_validate_pyproject\fastjsonschema_exceptions.py", "Python", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 52
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\config\_validate_pyproject\fastjsonschema_validations.py", "Python", 1009, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 18, 1035
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\config\_validate_pyproject\formats.py", "Python", 179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 61, 260
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\config\expand.py", "Python", 361, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 96, 463
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\config\pyprojecttoml.py", "Python", 374, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 89, 494
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\config\setupcfg.py", "Python", 585, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 167, 763
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\dep_util.py", "Python", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 26
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\depends.py", "Python", 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 45, 177
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\discovery.py", "Python", 455, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 119, 601
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\dist.py", "Python", 957, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 216, 1223
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\errors.py", "Python", 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15, 59
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\extension.py", "Python", 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 33, 149
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\extern\__init__.py", "Python", 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 77
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\glob.py", "Python", 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 36, 168
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\installer.py", "Python", 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 105
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\launch.py", "Python", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 37
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\logging.py", "Python", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 37
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\monkey.py", "Python", 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 38, 166
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\msvc.py", "Python", 1375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 275, 1704
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\namespaces.py", "Python", 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21, 108
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\package_index.py", "Python", 885, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 181, 1127
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\py34compat.py", "Python", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\sandbox.py", "Python", 417, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 106, 531
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\unicode_utils.py", "Python", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 43
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\version.py", "Python", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\wheel.py", "Python", 185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 26, 223
